Issue Type,Dataset ID,Metadata ID,Submitter,Submission Date & Time,Title
DUPLICATE DATASET,8274,MF1196657547,Legacy Import,2021-11-08 00:00:00+00:00,Environmental Impact Assessment of Anthropogenic Activities at Indian Polar Stations- A local and global perspective.
DUPLICATE DATASET,785,NULL,V Samy,2021-11-08 00:00:00+00:00,Environmental Impact Assessment of Anthropogenic Activities at Indian Polar Stations- A local and global perspective.
DUPLICATE DATASET,772,NULL,V Samy,2021-11-06 00:00:00+00:00,Use of multi-sensor Indian Remote Sensing Data for Polar ice studies and validation of products and features
DUPLICATE DATASET,8261,MF-1837336685,Legacy Import,2021-11-06 00:00:00+00:00,Use of multi-sensor Indian Remote Sensing Data for Polar ice studies and validation of products and features
DUPLICATE DATASET,773,NULL,V Samy,2021-11-06 00:00:00+00:00,"Magma-genesis, mode of emplacement and evolution of granitoids in parts of Larsemann Hills, Prydz Bay region, East Antarctica."
DUPLICATE DATASET,8262,MF-154948785,Legacy Import,2021-11-06 00:00:00+00:00,"Magma-genesis, mode of emplacement and evolution of granitoids in parts of Larsemann Hills, Prydz Bay region, East Antarctica."
DUPLICATE DATASET,8257,MF-1761794350,Legacy Import,2021-11-06 00:00:00+00:00,Constraining the retreat and advancement history of East Antarctica Ice Sheet (EAIS) during Late Quaternary using OSL Surface Exposure dating technique in parts of Larsemann Hills area
DUPLICATE DATASET,768,NULL,V Samy,2021-11-06 00:00:00+00:00,Constraining the retreat and advancement history of East Antarctica Ice Sheet (EAIS) during Late Quaternary using OSL Surface Exposure dating technique in parts of Larsemann Hills area
DUPLICATE DATASET,8258,MF1321227778,Legacy Import,2021-11-06 00:00:00+00:00,Atmospheric Studies using Moveable Atmospheric Radar for Antarctica.
DUPLICATE DATASET,769,NULL,V Samy,2021-11-06 00:00:00+00:00,Atmospheric Studies using Moveable Atmospheric Radar for Antarctica.
DUPLICATE DATASET,618,NULL,V Samy,2021-02-22 00:00:00+00:00,Atmospheric Studies using Moveable Atmospheric Radar for Antarctica.
DUPLICATE DATASET,8107,MF967213255,arc,2021-02-22 00:00:00+00:00,Atmospheric Studies using Moveable Atmospheric Radar for Antarctica.
DUPLICATE DATASET,8259,MF1405935557,Legacy Import,2021-11-06 00:00:00+00:00,"Biogeochemistry and Paleoenvironmental studies of Larsemann Hills, Prydz bay and Schirmacher Oasis"
DUPLICATE DATASET,770,NULL,V Samy,2021-11-06 00:00:00+00:00,"Biogeochemistry and Paleoenvironmental studies of Larsemann Hills, Prydz bay and Schirmacher Oasis"
DUPLICATE DATASET,8260,MF-2735667,Legacy Import,2021-11-06 00:00:00+00:00,"Radar surveys and shallow ice and/or snow coring at ice rises surrounding the Lazarev Ice Shelf, central Dronning Maud Land"
DUPLICATE DATASET,771,NULL,V Samy,2021-11-06 00:00:00+00:00,"Radar surveys and shallow ice and/or snow coring at ice rises surrounding the Lazarev Ice Shelf, central Dronning Maud Land"
DUPLICATE DATASET,8263,MF-1159141829,Legacy Import,2021-11-06 00:00:00+00:00,"Constraining geodynamic evolution of the northern Prince Charles Mountain (NPCM) and the eastern Amery Ice Shelf (EAIS), East Antarctica in relation to the Eastern Ghats Belt (EGB), India using geological and geophysical"
DUPLICATE DATASET,774,NULL,V Samy,2021-11-06 00:00:00+00:00,"Constraining geodynamic evolution of the northern Prince Charles Mountain (NPCM) and the eastern Amery Ice Shelf (EAIS), East Antarctica in relation to the Eastern Ghats Belt (EGB), India using geological and geophysical"
DUPLICATE DATASET,8264,MF-1537769262,Legacy Import,2021-11-06 00:00:00+00:00,Taxonomic and functional diversity of methanogens and methanotrophs in Antarctic lakes and tundra.
DUPLICATE DATASET,775,NULL,V Samy,2021-11-06 00:00:00+00:00,Taxonomic and functional diversity of methanogens and methanotrophs in Antarctic lakes and tundra.
DUPLICATE DATASET,8256,MF2085292874,Legacy Import,2021-11-06 00:00:00+00:00,"Assessment of impact of climate change through integrated glaciological studies of Polar ice sheet between Polar?rboken and Dalk Glaciers, Larsemann Hills, East Antarctica"
DUPLICATE DATASET,767,NULL,V Samy,2021-11-06 00:00:00+00:00,"Assessment of impact of climate change through integrated glaciological studies of Polar ice sheet between Polar?rboken and Dalk Glaciers, Larsemann Hills, East Antarctica"
DUPLICATE DATASET,8265,MF-1515467174,Legacy Import,2021-11-06 00:00:00+00:00,"Breeding Ecology and Biology of South Polar Skua Stercorarius maccormicki near BHARATI Research Station, Antarctica"
DUPLICATE DATASET,776,NULL,V Samy,2021-11-06 00:00:00+00:00,"Breeding Ecology and Biology of South Polar Skua Stercorarius maccormicki near BHARATI Research Station, Antarctica"
DUPLICATE DATASET,777,NULL,V Samy,2021-11-06 00:00:00+00:00,Apportioning nurdles and microplastics on the way to Antarctica using foldscope
DUPLICATE DATASET,8266,MF-154658320,Legacy Import,2021-11-06 00:00:00+00:00,Apportioning nurdles and microplastics on the way to Antarctica using foldscope
DUPLICATE DATASET,8267,MF-188035375,Legacy Import,2021-11-06 00:00:00+00:00,An Investigation into Social Network of Animals in extreme environment of Antarctica and role of casual factors in defining social biology with special reference to Penguins.
DUPLICATE DATASET,778,NULL,V Samy,2021-11-06 00:00:00+00:00,An Investigation into Social Network of Animals in extreme environment of Antarctica and role of casual factors in defining social biology with special reference to Penguins.
DUPLICATE DATASET,8268,MF424123998,Legacy Import,2021-11-06 00:00:00+00:00,Hydrographic Survey ? Off Princess Astrid Coast and Larsemann Hills
DUPLICATE DATASET,779,NULL,V Samy,2021-11-06 00:00:00+00:00,Hydrographic Survey ? Off Princess Astrid Coast and Larsemann Hills
DUPLICATE DATASET,8269,MF-517854992,Legacy Import,2021-11-06 00:00:00+00:00,Neuro-cognitive performance and Emotional Regulation among Antarctic Expedition Group: Convergence Evidence from Electrophysiological Behavioural Investigation
DUPLICATE DATASET,780,NULL,V Samy,2021-11-06 00:00:00+00:00,Neuro-cognitive performance and Emotional Regulation among Antarctic Expedition Group: Convergence Evidence from Electrophysiological Behavioural Investigation
DUPLICATE DATASET,8270,MF-1782291344,Legacy Import,2021-11-06 00:00:00+00:00,Constraining the retreat and advancement history of East Antarctica Ice Sheet (EAIS) during Late Quaternary using OSL Surface Exposure dating technique in parts of Larsemann Hills area.
DUPLICATE DATASET,781,NULL,V Samy,2021-11-06 00:00:00+00:00,Constraining the retreat and advancement history of East Antarctica Ice Sheet (EAIS) during Late Quaternary using OSL Surface Exposure dating technique in parts of Larsemann Hills area.
DUPLICATE DATASET,765,NULL,V Samy,2021-11-05 00:00:00+00:00,Operational Service: Weather Forecast and Meteorological Observational for Bharati and surrounding region at Bharati
DUPLICATE DATASET,8254,MF-1380325444,Legacy Import,2021-11-05 00:00:00+00:00,Operational Service: Weather Forecast and Meteorological Observational for Bharati and surrounding region at Bharati
DUPLICATE DATASET,8252,MF144277088,Legacy Import,2021-11-05 00:00:00+00:00,Geophysical Studies in Polar Regions
DUPLICATE DATASET,763,NULL,V Samy,2021-11-05 00:00:00+00:00,Geophysical Studies in Polar Regions
DUPLICATE DATASET,8105,MF127449245,arc,2021-02-22 00:00:00+00:00,Geophysical Studies in Polar Regions
DUPLICATE DATASET,616,NULL,V Samy,2021-02-22 00:00:00+00:00,Geophysical Studies in Polar Regions
DUPLICATE DATASET,766,NULL,V Samy,2021-11-05 00:00:00+00:00,"Ice Sheet dynamics from Schirmarcher Oasis to Wohlthat Mountains, cDML, East Antarctica and their stress pattern"
DUPLICATE DATASET,8255,MF1660603603,Legacy Import,2021-11-05 00:00:00+00:00,"Ice Sheet dynamics from Schirmarcher Oasis to Wohlthat Mountains, cDML, East Antarctica and their stress pattern"
DUPLICATE DATASET,8251,MF1712434083,Legacy Import,2021-11-02 00:00:00+00:00,Cognitive performance during long-term residence in a polar environment
DUPLICATE DATASET,762,NULL,V Samy,2021-11-02 00:00:00+00:00,Cognitive performance during long-term residence in a polar environment
DUPLICATE DATASET,758,NULL,V Samy,2021-11-02 00:00:00+00:00,"Obesity, dyslipidemia and cholesterol gallstone disease during one year of Antarctic residence"
DUPLICATE DATASET,8247,MF1185640947,Legacy Import,2021-11-02 00:00:00+00:00,"Obesity, dyslipidemia and cholesterol gallstone disease during one year of Antarctic residence"
DUPLICATE DATASET,759,NULL,V Samy,2021-11-02 00:00:00+00:00,"Vitamin D homeostasis, bone mineral metabolism, and seasonal affective disorder during 1 year of Antarctic residence"
DUPLICATE DATASET,8248,MF2131863670,Legacy Import,2021-11-02 00:00:00+00:00,"Vitamin D homeostasis, bone mineral metabolism, and seasonal affective disorder during 1 year of Antarctic residence"
DUPLICATE DATASET,761,NULL,V Samy,2021-11-02 00:00:00+00:00,Health in Antarctica: Indian Perspective
DUPLICATE DATASET,8250,MF1382035228,Legacy Import,2021-11-02 00:00:00+00:00,Health in Antarctica: Indian Perspective
DUPLICATE DATASET,8249,MF501476836,Legacy Import,2021-11-02 00:00:00+00:00,Human Physiological Research in Antarctica by DIPAS: A Review
DUPLICATE DATASET,760,NULL,V Samy,2021-11-02 00:00:00+00:00,Human Physiological Research in Antarctica by DIPAS: A Review
DUPLICATE DATASET,8246,MF1741867143,Legacy Import,2021-10-06 00:00:00+00:00,Urine metabolite profiling of Indian Antarctic Expedition members: NMR spectroscopy-based metabolomic investigation
DUPLICATE DATASET,757,NULL,V Samy,2021-10-06 00:00:00+00:00,Urine metabolite profiling of Indian Antarctic Expedition members: NMR spectroscopy-based metabolomic investigation
DUPLICATE DATASET,8245,MF2134817438,Legacy Import,2021-10-06 00:00:00+00:00,Impact of the harsh Antarctic environment on mucosal immunity
DUPLICATE DATASET,756,NULL,V Samy,2021-10-06 00:00:00+00:00,Impact of the harsh Antarctic environment on mucosal immunity
DUPLICATE DATASET,755,NULL,V Samy,2021-10-06 00:00:00+00:00,Probiotics maintain the gut microbiome homeostasis during Indian Antarctic expedition by ship
DUPLICATE DATASET,8244,MF1453212000,Legacy Import,2021-10-06 00:00:00+00:00,Probiotics maintain the gut microbiome homeostasis during Indian Antarctic expedition by ship
DUPLICATE DATASET,8243,MF606186996,Anant Pande,2021-06-08 00:00:00+00:00,Metadata of vertebrate distribution around Indian research stations
DUPLICATE DATASET,754,NULL,V Samy,2021-06-08 00:00:00+00:00,Metadata of vertebrate distribution around Indian research stations
DUPLICATE DATASET,8233,MF1985027121,arc,2021-04-07 00:00:00+00:00,Prevalence of monoterpene utilizing bacteria at Ny-Alesund with potential for limonene biotransformation
DUPLICATE DATASET,744,NULL,V Samy,2021-04-07 00:00:00+00:00,Prevalence of monoterpene utilizing bacteria at Ny-Alesund with potential for limonene biotransformation
DUPLICATE DATASET,8232,MF322512498,arc,2021-04-07 00:00:00+00:00,Biomimetic approaches to decipher the decadal changes in meiobenthic community structure of the Arctic Kongsfjorden
DUPLICATE DATASET,743,NULL,V Samy,2021-04-07 00:00:00+00:00,Biomimetic approaches to decipher the decadal changes in meiobenthic community structure of the Arctic Kongsfjorden
DUPLICATE DATASET,752,NULL,V Samy,2021-04-07 00:00:00+00:00,"Mass balance and dynamics of selected glaciers of Spitsbergen, Svalbard"
DUPLICATE DATASET,8241,MF-707307333,arc,2021-04-07 00:00:00+00:00,"Mass balance and dynamics of selected glaciers of Spitsbergen, Svalbard"
DUPLICATE DATASET,8197,MF-1555951897,arc,2021-03-26 00:00:00+00:00,"Mass balance and dynamics of selected glaciers of Spitsbergen, Svalbard"
DUPLICATE DATASET,708,NULL,V Samy,2021-03-26 00:00:00+00:00,"Mass balance and dynamics of selected glaciers of Spitsbergen, Svalbard"
DUPLICATE DATASET,8236,MF1950067847,arc,2021-04-07 00:00:00+00:00,Characterizing Permafrost Degradation in Svalbard and its Impacts on Terrestrial Ecosystems
DUPLICATE DATASET,747,NULL,V Samy,2021-04-07 00:00:00+00:00,Characterizing Permafrost Degradation in Svalbard and its Impacts on Terrestrial Ecosystems
DUPLICATE DATASET,753,NULL,V Samy,2021-04-07 00:00:00+00:00,"Monitoring of surface melt on selected glaciers of Spitsbergen, Svalbard using UAV surveys"
DUPLICATE DATASET,8242,MF-901522535,arc,2021-04-07 00:00:00+00:00,"Monitoring of surface melt on selected glaciers of Spitsbergen, Svalbard using UAV surveys"
DUPLICATE DATASET,750,NULL,V Samy,2021-04-07 00:00:00+00:00,Brown carbon and HULIS in the Arctic
DUPLICATE DATASET,8239,MF191897394,arc,2021-04-07 00:00:00+00:00,Brown carbon and HULIS in the Arctic
DUPLICATE DATASET,746,NULL,V Samy,2021-04-07 00:00:00+00:00,Long-term monitoring of Kongsfjorden system of Arctic region for climate change studies
DUPLICATE DATASET,8235,MF2046853893,arc,2021-04-07 00:00:00+00:00,Long-term monitoring of Kongsfjorden system of Arctic region for climate change studies
DUPLICATE DATASET,751,NULL,V Samy,2021-04-07 00:00:00+00:00,"Ice dynamics of the glaciers from Broggerbreen Peninsula based on the glaciological studies on Vestre Broggerbreen Glaciers, Svalbard, Arctic"
DUPLICATE DATASET,8240,MF-950258332,arc,2021-04-07 00:00:00+00:00,"Ice dynamics of the glaciers from Broggerbreen Peninsula based on the glaciological studies on Vestre Broggerbreen Glaciers, Svalbard, Arctic"
DUPLICATE DATASET,8237,MF505644936,arc,2021-04-07 00:00:00+00:00,Atmospheric Impact of Long-Range Aerosol Transport over the Arctic (Alta)
DUPLICATE DATASET,748,NULL,V Samy,2021-04-07 00:00:00+00:00,Atmospheric Impact of Long-Range Aerosol Transport over the Arctic (Alta)
DUPLICATE DATASET,8234,MF-2085083176,arc,2021-04-07 00:00:00+00:00,"Long Term Environmental Monitoring of Fjord Ecosystems, Ny-?lesund"
DUPLICATE DATASET,745,NULL,V Samy,2021-04-07 00:00:00+00:00,"Long Term Environmental Monitoring of Fjord Ecosystems, Ny-?lesund"
DUPLICATE DATASET,8238,MF176370553,arc,2021-04-07 00:00:00+00:00,In-situ and satellite based primary productivity and bio-optical studies for understanding dynamics of Kongsfjorden and Krossfjorden twin ecosystem
DUPLICATE DATASET,749,NULL,V Samy,2021-04-07 00:00:00+00:00,In-situ and satellite based primary productivity and bio-optical studies for understanding dynamics of Kongsfjorden and Krossfjorden twin ecosystem
DUPLICATE DATASET,742,NULL,V Samy,2021-04-06 00:00:00+00:00,Bacterial community dynamics in Arctic ecosystem
DUPLICATE DATASET,8231,MF-469945225,arc,2021-04-06 00:00:00+00:00,Bacterial community dynamics in Arctic ecosystem
DUPLICATE DATASET,733,NULL,V Samy,2021-04-05 00:00:00+00:00,Bacterial Community Dynamics in Arctic Ecosystem
DUPLICATE DATASET,8222,MF-1396711306,arc,2021-04-05 00:00:00+00:00,Bacterial Community Dynamics in Arctic Ecosystem
DUPLICATE DATASET,8227,MF-364769113,arc,2021-04-06 00:00:00+00:00,"Paleoenvironmental reconstructions of the Late Pleistocene  deposits of (Northwestern) Spitsbergen,Svalbard -constraints from benthic foraminiferal records"
DUPLICATE DATASET,738,NULL,V Samy,2021-04-06 00:00:00+00:00,"Paleoenvironmental reconstructions of the Late Pleistocene  deposits of (Northwestern) Spitsbergen,Svalbard -constraints from benthic foraminiferal records"
DUPLICATE DATASET,735,NULL,V Samy,2021-04-06 00:00:00+00:00,Long term  monitoring on Vertical Migration of zooplankton and their role in the biochemistry of Kongsfjorden
DUPLICATE DATASET,8224,MF-1028833193,arc,2021-04-06 00:00:00+00:00,Long term  monitoring on Vertical Migration of zooplankton and their role in the biochemistry of Kongsfjorden
DUPLICATE DATASET,8228,MF-1136515254,arc,2021-04-06 00:00:00+00:00,"Characterising permafrost degradation in Svalbard: Aerosols, GHGs and Freeze-Thaw Dynamics and its impacts on ecosystem"
DUPLICATE DATASET,739,NULL,V Samy,2021-04-06 00:00:00+00:00,"Characterising permafrost degradation in Svalbard: Aerosols, GHGs and Freeze-Thaw Dynamics and its impacts on ecosystem"
DUPLICATE DATASET,734,NULL,V Samy,2021-04-06 00:00:00+00:00,"Long Term Environmental Monitoring of Fjord Ecosystems, Ny-lesund."
DUPLICATE DATASET,8223,MF1254767399,arc,2021-04-06 00:00:00+00:00,"Long Term Environmental Monitoring of Fjord Ecosystems, Ny-lesund."
DUPLICATE DATASET,724,NULL,V Samy,2021-04-05 00:00:00+00:00,"Long Term Environmental Monitoring of Fjord Ecosystems, Ny-lesund."
DUPLICATE DATASET,8213,MF1217757811,arc,2021-04-05 00:00:00+00:00,"Long Term Environmental Monitoring of Fjord Ecosystems, Ny-lesund."
DUPLICATE DATASET,740,NULL,V Samy,2021-04-06 00:00:00+00:00,"Ice dynamics of the glaciers from Broggerbreen Peninsula based on the glaciological studies on VestreBroggerbreen Glaciers, Svalbard, Arctic."
DUPLICATE DATASET,8229,MF955819494,arc,2021-04-06 00:00:00+00:00,"Ice dynamics of the glaciers from Broggerbreen Peninsula based on the glaciological studies on VestreBroggerbreen Glaciers, Svalbard, Arctic."
DUPLICATE DATASET,736,NULL,V Samy,2021-04-06 00:00:00+00:00,Organic matter characterization from Arctic fjord sediments-Humic substances and their role in metal binding
DUPLICATE DATASET,8225,MF-813302724,arc,2021-04-06 00:00:00+00:00,Organic matter characterization from Arctic fjord sediments-Humic substances and their role in metal binding
DUPLICATE DATASET,737,NULL,V Samy,2021-04-06 00:00:00+00:00,"Survival of mesophilic health significant bacteria in the fjord sediment, water and nearby tundra and role of mesophilic intruders in the disemination of antibiotic resistant genes in the Arctic environment"
DUPLICATE DATASET,8226,MF-31179508,arc,2021-04-06 00:00:00+00:00,"Survival of mesophilic health significant bacteria in the fjord sediment, water and nearby tundra and role of mesophilic intruders in the disemination of antibiotic resistant genes in the Arctic environment"
DUPLICATE DATASET,8230,MF-482979837,arc,2021-04-06 00:00:00+00:00,"Mass balance and dynamics of selected glaciers of Spitsbergen, Svalbard."
DUPLICATE DATASET,741,NULL,V Samy,2021-04-06 00:00:00+00:00,"Mass balance and dynamics of selected glaciers of Spitsbergen, Svalbard."
DUPLICATE DATASET,732,NULL,V Samy,2021-04-05 00:00:00+00:00,"Mass balance and dynamics of selected glaciers of Spitsbergen, Svalbard."
DUPLICATE DATASET,8221,MF615577808,arc,2021-04-05 00:00:00+00:00,"Mass balance and dynamics of selected glaciers of Spitsbergen, Svalbard."
DUPLICATE DATASET,720,NULL,V Samy,2021-04-01 00:00:00+00:00,"Mass balance and dynamics of selected glaciers of Spitsbergen, Svalbard."
DUPLICATE DATASET,8209,MF-13573878,arc,2021-04-01 00:00:00+00:00,"Mass balance and dynamics of selected glaciers of Spitsbergen, Svalbard."
DUPLICATE DATASET,727,NULL,V Samy,2021-04-05 00:00:00+00:00,Role of aerosols and precursor gases in direct radiative forcing over Arctic region at Ny-lesund.
DUPLICATE DATASET,8216,MF-752352652,arc,2021-04-05 00:00:00+00:00,Role of aerosols and precursor gases in direct radiative forcing over Arctic region at Ny-lesund.
DUPLICATE DATASET,8214,MF66040013,arc,2021-04-05 00:00:00+00:00,"Benthic studies of Kongsfjorden, west coast of Spitsbergen, Svalbard."
DUPLICATE DATASET,725,NULL,V Samy,2021-04-05 00:00:00+00:00,"Benthic studies of Kongsfjorden, west coast of Spitsbergen, Svalbard."
DUPLICATE DATASET,729,NULL,V Samy,2021-04-05 00:00:00+00:00,Functional diversity of Heterotrophic Bacteria in the water column and surficial sediments of Kongsfjord with special reference to those involved in carbon cycle.
